HMY,HPROPERTY,HUNITTYPE,SCODE,SRENT,DSQFT,IRENTALTYPE,SDEPOSIT0,SDEPOSIT1,SDEPOSIT2,SDEPOSIT3,SDEPOSIT4,SDEPOSIT5,SDEPOSIT6,SDEPOSIT7,SDEPOSIT8,SDEPOSIT9,SPASTRENT0,SPASTRENT1,SPASTRENT2,SPASTRENT3,SPASTRENT4,SPASTRENT5,SPASTRENT6,SPASTRENT7,SPASTRENT8,SPASTRENT9,SPASTRENT10,SPASTRENT11,DTPASTRENTINC0,DTPASTRENTINC1,DTPASTRENTINC2,DTPASTRENTINC3,DTPASTRENTINC4,DTPASTRENTINC5,DTPASTRENTINC6,DTPASTRENTINC7,DTPASTRENTINC8,DTPASTRENTINC9,DTPASTRENTINC10,DTPASTRENTINC11,SFIELD0,SFIELD1,SFIELD2,SFIELD3,SFIELD4,SFIELD5,SFIELD6,SFIELD7,SFIELD8,SFIELD9,IRENTREADY,AMENITY1,AMENITY2,AMENITY3,AMENITY4,AMENITY5,AMENITY6,AMENITY7,AMENITY8,AMENITY9,AMENITY10,AMENITY11,AMENITY12,AMENITY13,AMENITY14,AMENITY15,AMENITY16,AMENITY17,AMENITY18,AMENITY19,AMENITY20,EXCLUDE,PUCODE,SCONTRACTNO,CCONTRACTRENT,IBEDROOMS,CSURCHARGE,FSETASIDE,CUTILALLOW,STACT1,STACT2,HCONTRACT,SELIG,SALTID,HBLDG,BOCC1,BOCC2,dtStamp,dtAvailable,dtHoldUntil,hProspect,sStatus,dtVacant,dtReady,hFloor,iType,iSegmentType,hLocation,hUserCreatedBy,hUserModifiedBy,dtCreated,dtLastModified,iRentObject,hCommMLA,hLeaseType,bNoUHTrigger,hForeigndb,sExtReference,iTotalUnits,iTotalRooms,bPortalExcluded,iPortalDisplayRank,iMarketRentMethod,iMktRentAdjMethod,dMktRentAdjAmount,dMktRentAdjPercent,dtTermination,iMarketDateMethod,dtMarket,tRowVersion,iMktRentalType,dUnitWidth,dUnitDepth,dUnitHeight,iWalkOrder,sUnitDescription,sUnitDimensions,iTypeUnit,hCopyFrom,dtRehabScheduled
486,730,146,204,2111,465,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 204     ,NULL,0,0,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,00:00.0,00:00.0,NULL,NULL,0,0,3,62,52:45.7,54:46.1,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003D4779D,0,0,0,0,0,NULL,NULL,0,NULL,NULL
487,730,148,205,2460,625,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 205     ,NULL,0,1,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:45.9,54:52.2,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003F0945E,0,0,0,0,0,NULL,NULL,0,NULL,NULL
488,730,148,206,1226,638,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 206     ,NULL,0,1,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:46.1,54:59.7,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003D477A3,0,0,0,0,0,NULL,NULL,0,NULL,NULL
489,730,146,207,2146,435,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 207     ,NULL,0,0,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,00:00.0,NULL,NULL,Vacant Unrented Not Ready,00:00.0,00:00.0,NULL,NULL,0,0,3,62,52:46.2,56:52.6,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003EB32A8,0,0,0,0,0,NULL,NULL,0,NULL,NULL
490,730,146,208,1027,463,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 208     ,NULL,0,0,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:46.4,56:42.7,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003D477A9,0,0,0,0,0,NULL,NULL,0,NULL,NULL
491,730,148,209,2472,670,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 209     ,NULL,0,1,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:46.5,55:10.0,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x00000000040652EA,0,0,0,0,0,NULL,NULL,0,NULL,NULL
492,730,148,210,2460,642,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 210     ,NULL,0,1,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:46.6,58:25.0,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x00000000040652F0,0,0,0,0,0,NULL,NULL,0,NULL,NULL
493,730,146,211,2147,465,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 211     ,NULL,0,0,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:46.8,16:41.4,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x00000000040652F6,0,0,0,0,0,NULL,NULL,0,NULL,NULL
494,730,146,212,925,464,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 212     ,NULL,0,0,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:46.9,53:14.4,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003D47782,0,0,0,0,0,NULL,NULL,0,NULL,NULL
495,730,148,213,2460,638,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 213     ,NULL,0,1,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:47.0,53:20.3,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003E1FE5E,0,0,0,0,0,NULL,NULL,0,NULL,NULL
496,730,146,214,1502,460,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 214     ,NULL,0,0,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:47.1,53:36.8,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003D47788,0,0,0,0,0,NULL,NULL,0,NULL,NULL
497,730,146,215,2157,429,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 215     ,NULL,0,0,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:47.2,53:44.3,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003E1FE64,0,0,0,0,0,NULL,NULL,0,NULL,NULL
498,730,148,216,2400,647,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 216     ,NULL,0,1,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,189,52:47.4,16:56.1,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003AFBF4A,0,0,0,0,0,NULL,NULL,0,NULL,NULL
499,730,148,217,1392,623,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 217     ,NULL,0,1,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:47.5,53:54.6,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003D4778E,0,0,0,0,0,NULL,NULL,0,NULL,NULL
500,730,158,218,2250,514,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 218     ,NULL,0,0,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,00:00.0,NULL,NULL,Vacant Unrented Not Ready,00:00.0,00:00.0,NULL,NULL,0,0,3,62,52:47.6,20:20.1,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003FC7002,0,0,0,0,0,NULL,NULL,0,NULL,NULL
501,730,158,219,2188,554,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 219     ,NULL,0,0,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:47.8,54:06.5,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x00000000040652FC,0,0,0,0,0,NULL,NULL,0,NULL,NULL
502,730,148,220,1364,667,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 220     ,NULL,0,1,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:48.0,54:17.3,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003D47797,0,0,0,0,0,NULL,NULL,0,NULL,NULL
503,730,146,301,1005,463,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 301     ,NULL,0,0,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:48.1,54:00.6,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003D47791,0,0,0,0,0,NULL,NULL,0,NULL,NULL
504,730,148,302,1447,658,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 302     ,NULL,0,1,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:48.2,52:19.5,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003D4776D,0,0,0,0,0,NULL,NULL,0,NULL,NULL
505,730,146,303,984,476,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 303     ,NULL,0,0,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,00:00.0,NULL,NULL,Vacant Unrented Not Ready,00:00.0,00:00.0,NULL,NULL,0,0,3,62,52:48.4,56:30.9,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003AEAD34,0,0,0,0,0,NULL,NULL,0,NULL,NULL
506,730,146,304,995,465,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 304     ,NULL,0,0,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:48.4,52:28.5,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003D47770,0,0,0,0,0,NULL,NULL,0,NULL,NULL
507,730,148,305,1447,626,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 305     ,NULL,0,1,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:48.6,59:09.6,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003D477B2,0,0,0,0,0,NULL,NULL,0,NULL,NULL
508,730,148,306,2400,636,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 306     ,NULL,0,1,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:48.7,52:34.2,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003E1FE6A,0,0,0,0,0,NULL,NULL,0,NULL,NULL
509,730,146,307,2050,438,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 307     ,NULL,0,0,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:48.8,52:39.2,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000004065306,0,0,0,0,0,NULL,NULL,0,NULL,NULL
510,730,146,308,1027,462,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 308     ,NULL,0,0,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:48.9,53:02.3,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003D4777F,0,0,0,0,0,NULL,NULL,0,NULL,NULL
511,730,148,309,1447,667,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 309     ,NULL,0,1,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:49.1,52:54.1,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003D4777C,0,0,0,0,0,NULL,NULL,0,NULL,NULL
512,730,148,310,2400,641,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 310     ,NULL,0,1,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,189,52:49.2,28:21.9,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x000000000406530C,0,0,0,0,0,NULL,NULL,0,NULL,NULL
513,730,146,311,1117,468,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 311     ,NULL,0,0,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:49.3,52:45.2,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003D47779,0,0,0,0,0,NULL,NULL,0,NULL,NULL
514,730,146,312,1005,466,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lt_4101 312     ,NULL,0,0,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Occupied No Notice,NULL,00:00.0,NULL,NULL,0,0,3,62,52:49.4,51:50.9,1,0,0,NULL,1,NULL,NULL,0,NULL,NULL,0,0,0,0,NULL,0,NULL,0x0000000003D47767,0,0,0,0,0,NULL,NULL,0,NULL,NULL
